EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
112,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],07-MAR-06,FI_ACCOUNT,7800, - ,108,100
113,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],07-DEC-07,FI_ACCOUNT,6900, - ,108,100
114,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],07-DEC-02,PU_MAN,11000, - ,100,30
115,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],18-MAY-03,PU_CLERK,3100, - ,114,30
116,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],24-DEC-05,PU_CLERK,2900, - ,114,30
117,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],24-JUL-05,PU_CLERK,2800, - ,114,30
118,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],15-NOV-06,PU_CLERK,2600, - ,114,30
119,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],10-AUG-07,PU_CLERK,2500, - ,114,30
120,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],18-JUL-04,ST_MAN,8000, - ,100,50
121,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],10-APR-05,ST_MAN,8200, - ,100,50
122,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],01-MAY-03,ST_MAN,7900, - ,100,50
123,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],10-OCT-05,ST_MAN,6500, - ,100,50
124,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],16-NOV-07,ST_MAN,5800, - ,100,50
125,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],16-JUL-05,ST_CLERK,3200, - ,120,50
126,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],28-SEP-06,ST_CLERK,2700, - ,120,50
127,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],14-JAN-07,ST_CLERK,2400, - ,120,50
128,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],08-MAR-08,ST_CLERK,2200, - ,120,50
129,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],20-AUG-05,ST_CLERK,3300, - ,121,50
130,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],30-OCT-05,ST_CLERK,2800, - ,121,50
131,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],16-FEB-05,ST_CLERK,2500, - ,121,50
132,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],10-APR-07,ST_CLERK,2100, - ,121,50
133,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],14-JUN-04,ST_CLERK,3300, - ,122,50
134,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],26-AUG-06,ST_CLERK,2900, - ,122,50
135,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],12-DEC-07,ST_CLERK,2400, - ,122,50
136,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],06-FEB-08,ST_CLERK,2200, - ,122,50
137,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],14-JUL-03,ST_CLERK,3600, - ,123,50
138,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],26-OCT-05,ST_CLERK,3200, - ,123,50
139,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],12-FEB-06,ST_CLERK,2700, - ,123,50
140,Other,[NAME_REDACTED],[INVALID_EMAIL],[PHONE_REDACTED],06-APR-06,ST_CLERK,2500, - ,123,50
